telemetry_id,vehicle_id,timestamp,latitude,longitude,speed_kmph,status,manifest_id
TEL-00000073,VEH-0101,2026-01-05T22:33:00,13.299337,77.914413,24,MOVING,MAN-000002
TEL-00000074,VEH-0101,2026-01-05T22:58:00,13.298958,77.914133,35,MOVING,MAN-000002
TEL-00000075,VEH-0101,2026-01-05T23:24:00,13.299143,77.915673,0,STOPPED,MAN-000002
TEL-00000076,VEH-0101,2026-01-05T23:34:00,13.299143,77.915673,0,DELIVERED,MAN-000002
TEL-00000077,VEH-0002,2026-01-05T12:00:00,12.111967,76.609749,0,IDLE,MAN-000008
TEL-00000078,VEH-0002,2026-01-05T12:17:00,12.156911,76.565694,32,MOVING,MAN-000008
TEL-00000079,VEH-0002,2026-01-05T12:33:00,12.205784,76.524425,29,MOVING,MAN-000008
TEL-00000080,VEH-0002,2026-01-05T12:45:00,12.25058,76.480988,0,STOPPED,MAN-000008
TEL-00000081,VEH-0002,2026-01-05T13:05:00,12.250312,76.480536,18,MOVING,MAN-000008
TEL-00000082,VEH-0002,2026-01-05T13:15:00,12.252436,76.480159,20,MOVING,MAN-000008
TEL-00000083,VEH-0002,2026-01-05T13:33:00,12.25058,76.480988,0,STOPPED,MAN-000008
TEL-00000084,VEH-0002,2026-01-05T13:48:00,12.245623,76.536799,24,MOVING,MAN-000008
TEL-00000085,VEH-0002,2026-01-05T14:00:00,12.240722,76.589792,26,MOVING,MAN-000008
TEL-00000086,VEH-0002,2026-01-05T14:14:00,12.234343,76.645853,0,STOPPED,MAN-000008
TEL-00000087,VEH-0002,2026-01-05T14:30:00,12.233382,76.646481,19,MOVING,MAN-000008
TEL-00000088,VEH-0002,2026-01-05T14:45:00,12.233041,76.647585,29,MOVING,MAN-000008
TEL-00000089,VEH-0002,2026-01-05T14:53:00,12.234343,76.645853,0,STOPPED,MAN-000008
TEL-00000090,VEH-0002,2026-01-05T15:18:00,12.150404,76.610317,33,MOVING,MAN-000008
TEL-00000091,VEH-0002,2026-01-05T15:38:00,12.066196,76.572192,34,MOVING,MAN-000008
TEL-00000092,VEH-0002,2026-01-05T16:02:00,11.983831,76.536295,0,STOPPED,MAN-000008
TEL-00000093,VEH-0002,2026-01-05T16:24:00,11.983599,76.536718,36,MOVING,MAN-000008
TEL-00000094,VEH-0002,2026-01-05T16:48:00,11.984991,76.536828,21,MOVING,MAN-000008
TEL-00000095,VEH-0002,2026-01-05T17:11:00,11.983831,76.536295,0,STOPPED,MAN-000008
TEL-00000096,VEH-0002,2026-01-05T17:23:00,11.97038,76.508996,21,MOVING,MAN-000008
TEL-00000097,VEH-0002,2026-01-05T17:30:00,11.957919,76.48024,25,MOVING,MAN-000008
TEL-00000098,VEH-0002,2026-01-05T17:33:00,11.947305,76.45004,0,STOPPED,MAN-000008
TEL-00000099,VEH-0002,2026-01-05T17:42:00,11.948444,76.448174,25,MOVING,MAN-000008
TEL-00000100,VEH-0002,2026-01-05T17:48:00,11.947048,76.450584,26,MOVING,MAN-000008
TEL-00000101,VEH-0002,2026-01-05T17:56:00,11.947305,76.45004,0,STOPPED,MAN-000008
TEL-00000102,VEH-0002,2026-01-05T18:19:00,12.030765,76.481617,30,MOVING,MAN-000008
TEL-00000103,VEH-0002,2026-01-05T18:39:00,12.112694,76.518367,35,MOVING,MAN-000008
TEL-00000104,VEH-0002,2026-01-05T19:03:00,12.193984,76.550132,0,STOPPED,MAN-000008
TEL-00000105,VEH-0002,2026-01-05T19:24:00,12.192684,76.550531,28,MOVING,MAN-000008
TEL-00000106,VEH-0002,2026-01-05T19:47:00,12.195239,76.550138,34,MOVING,MAN-000008
TEL-00000107,VEH-0002,2026-01-05T20:07:00,12.193984,76.550132,0,STOPPED,MAN-000008
TEL-00000108,VEH-0002,2026-01-05T20:19:00,12.196126,76.510347,20,MOVING,MAN-000008
TEL-00000109,VEH-0002,2026-01-05T20:28:00,12.193984,76.473028,33,MOVING,MAN-000008
TEL-00000110,VEH-0002,2026-01-05T20:37:00,12.194421,76.433211,0,STOPPED,MAN-000008
TEL-00000111,VEH-0002,2026-01-05T20:51:00,12.192519,76.433164,27,MOVING,MAN-000008
TEL-00000112,VEH-0002,2026-01-05T20:59:00,12.192846,76.434089,22,MOVING,MAN-000008
TEL-00000113,VEH-0002,2026-01-05T21:05:00,12.194421,76.433211,0,STOPPED,MAN-000008
TEL-00000114,VEH-0002,2026-01-05T21:15:00,12.194421,76.433211,0,DELIVERED,MAN-000008
TEL-00000115,VEH-0128,2026-01-05T12:00:00,13.318364,76.902662,0,IDLE,MAN-000010
TEL-00000116,VEH-0128,2026-01-05T12:11:00,13.336709,76.861416,24,MOVING,MAN-000010
TEL-00000117,VEH-0128,2026-01-05T12:25:00,13.357265,76.821981,32,MOVING,MAN-000010
TEL-00000118,VEH-0128,2026-01-05T12:33:00,13.374277,76.781972,0,STOPPED,MAN-000010
TEL-00000119,VEH-0128,2026-01-05T12:48:00,13.375361,76.783112,37,MOVING,MAN-000010
TEL-00000120,VEH-0128,2026-01-05T12:55:00,13.373733,76.782438,30,MOVING,MAN-000010
TEL-00000121,VEH-0128,2026-01-05T13:09:00,13.374277,76.781972,0,STOPPED,MAN-000010
TEL-00000122,VEH-0128,2026-01-05T13:25:00,13.372788,76.839242,37,MOVING,MAN-000010
TEL-00000123,VEH-0128,2026-01-05T13:40:00,13.373794,76.895652,31,MOVING,MAN-000010
TEL-00000124,VEH-0128,2026-01-05T13:51:00,13.37205,76.954128,0,STOPPED,MAN-000010
TEL-00000125,VEH-0128,2026-01-05T14:05:00,13.372946,76.952837,20,MOVING,MAN-000010
TEL-00000126,VEH-0128,2026-01-05T14:18:00,13.372297,76.952151,18,MOVING,MAN-000010
TEL-00000127,VEH-0128,2026-01-05T14:31:00,13.37205,76.954128,0,STOPPED,MAN-000010
TEL-00000128,VEH-0128,2026-01-05T14:40:00,13.342248,76.943526,26,MOVING,MAN-000010
TEL-00000129,VEH-0128,2026-01-05T14:46:00,13.314633,76.932778,25,MOVING,MAN-000010
TEL-00000130,VEH-0128,2026-01-05T14:54:00,13.283478,76.922824,0,STOPPED,MAN-000010
TEL-00000131,VEH-0128,2026-01-05T15:04:00,13.281777,76.921809,28,MOVING,MAN-000010
TEL-00000132,VEH-0128,2026-01-05T15:11:00,13.283641,76.923902,33,MOVING,MAN-000010
TEL-00000133,VEH-0128,2026-01-05T15:18:00,13.283478,76.922824,0,STOPPED,MAN-000010
TEL-00000134,VEH-0128,2026-01-05T15:22:00,13.278292,76.934217,29,MOVING,MAN-000010
TEL-00000135,VEH-0128,2026-01-05T15:28:00,13.271861,76.945287,20,MOVING,MAN-000010
TEL-00000136,VEH-0128,2026-01-05T15:32:00,13.267826,76.957885,0,STOPPED,MAN-000010
TEL-00000137,VEH-0128,2026-01-05T15:35:00,13.267397,76.958386,29,MOVING,MAN-000010
TEL-00000138,VEH-0128,2026-01-05T15:41:00,13.266468,76.955891,26,MOVING,MAN-000010
TEL-00000139,VEH-0128,2026-01-05T15:43:00,13.267826,76.957885,0,STOPPED,MAN-000010
TEL-00000140,VEH-0128,2026-01-05T15:55:00,13.304479,76.935326,24,MOVING,MAN-000010
TEL-00000141,VEH-0128,2026-01-05T16:06:00,13.338849,76.910398,36,MOVING,MAN-000010
TEL-00000142,VEH-0128,2026-01-05T16:19:00,13.375308,76.884907,0,STOPPED,MAN-000010
TEL-00000143,VEH-0128,2026-01-05T16:29:00,13.375567,76.885732,26,MOVING,MAN-000010
TEL-00000144,VEH-0128,2026-01-05T16:44:00,13.374502,76.885182,27,MOVING,MAN-000010
TEL-00000145,VEH-0128,2026-01-05T16:54:00,13.375308,76.884907,0,STOPPED,MAN-000010
TEL-00000146,VEH-0128,2026-01-05T16:59:00,13.351783,76.890592,25,MOVING,MAN-000010
TEL-00000147,VEH-0128,2026-01-05T17:05:00,13.331937,76.897397,18,MOVING,MAN-000010
TEL-00000148,VEH-0128,2026-01-05T17:15:00,13.309301,76.904724,0,STOPPED,MAN-000010
TEL-00000149,VEH-0128,2026-01-05T17:20:00,13.310137,76.905493,29,MOVING,MAN-000010
TEL-00000150,VEH-0128,2026-01-05T17:28:00,13.307906,76.904211,21,MOVING,MAN-000010
TEL-00000151,VEH-0128,2026-01-05T17:36:00,13.309301,76.904724,0,STOPPED,MAN-000010
TEL-00000152,VEH-0128,2026-01-05T17:46:00,13.309301,76.904724,0,DELIVERED,MAN-000010
TEL-00000153,VEH-0104,2026-01-05T12:00:00,12.505032,76.802422,0,IDLE,MAN-000013
TEL-00000154,VEH-0104,2026-01-05T12:18:00,12.552297,76.832596,30,MOVING,MAN-000013
TEL-00000155,VEH-0104,2026-01-05T12:28:00,12.603331,76.864108,31,MOVING,MAN-000013
TEL-00000156,VEH-0104,2026-01-05T12:44:00,12.652298,76.892851,0,STOPPED,MAN-000013
TEL-00000157,VEH-0104,2026-01-05T13:00:00,12.652828,76.891297,34,MOVING,MAN-000013
TEL-00000158,VEH-0104,2026-01-05T13:12:00,12.651829,76.893007,18,MOVING,MAN-000013
TEL-00000159,VEH-0104,2026-01-05T13:27:00,12.652298,76.892851,0,STOPPED,MAN-000013
TEL-00000160,VEH-0104,2026-01-05T13:36:00,12.622756,76.885179,31,MOVING,MAN-000013
TEL-00000161,VEH-0104,2026-01-05T13:42:00,12.591151,76.874134,30,MOVING,MAN-000013
TEL-00000162,VEH-0104,2026-01-05T13:54:00,12.559751,76.863845,0,STOPPED,MAN-000013
TEL-00000163,VEH-0104,2026-01-05T14:05:00,12.559345,76.864379,35,MOVING,MAN-000013
TEL-00000164,VEH-0104,2026-01-05T14:10:00,12.560667,76.864033,21,MOVING,MAN-000013
TEL-00000165,VEH-0104,2026-01-05T14:19:00,12.559751,76.863845,0,STOPPED,MAN-000013
TEL-00000166,VEH-0104,2026-01-05T14:35:00,12.52239,76.820371,27,MOVING,MAN-000013
TEL-00000167,VEH-0104,2026-01-05T14:51:00,12.48784,76.775903,35,MOVING,MAN-000013
TEL-00000168,VEH-0104,2026-01-05T15:01:00,12.451308,76.731004,0,STOPPED,MAN-000013
TEL-00000169,VEH-0104,2026-01-05T15:14:00,12.449891,76.730636,29,MOVING,MAN-000013
TEL-00000170,VEH-0104,2026-01-05T15:33:00,12.451922,76.73165,26,MOVING,MAN-000013
TEL-00000171,VEH-0104,2026-01-05T15:42:00,12.451308,76.731004,0,STOPPED,MAN-000013
TEL-00000172,VEH-0104,2026-01-05T15:56:00,12.445355,76.788261,31,MOVING,MAN-000013
TEL-00000173,VEH-0104,2026-01-05T16:09:00,12.438428,76.847716,29,MOVING,MAN-000013
TEL-00000174,VEH-0104,2026-01-05T16:24:00,12.431362,76.904414,0,STOPPED,MAN-000013
TEL-00000175,VEH-0104,2026-01-05T16:38:00,12.429498,76.904894,37,MOVING,MAN-000013
TEL-00000176,VEH-0104,2026-01-05T16:52:00,12.432448,76.902545,23,MOVING,MAN-000013
TEL-00000177,VEH-0104,2026-01-05T17:05:00,12.431362,76.904414,0,STOPPED,MAN-000013
TEL-00000178,VEH-0104,2026-01-05T17:17:00,12.436891,76.870918,25,MOVING,MAN-000013
TEL-00000179,VEH-0104,2026-01-05T17:24:00,12.438413,76.835443,31,MOVING,MAN-000013
TEL-00000180,VEH-0104,2026-01-05T17:32:00,12.444037,76.802378,0,STOPPED,MAN-000013
TEL-00000181,VEH-0104,2026-01-05T17:42:00,12.44215,76.802884,19,MOVING,MAN-000013
TEL-00000182,VEH-0104,2026-01-05T17:50:00,12.445514,76.804264,18,MOVING,MAN-000013
TEL-00000183,VEH-0104,2026-01-05T17:56:00,12.444037,76.802378,0,STOPPED,MAN-000013
TEL-00000184,VEH-0104,2026-01-05T18:04:00,12.428819,76.780174,33,MOVING,MAN-000013
TEL-00000185,VEH-0104,2026-01-05T18:10:00,12.412628,76.757678,37,MOVING,MAN-000013
TEL-00000186,VEH-0104,2026-01-05T18:16:00,12.39983,76.734618,0,STOPPED,MAN-000013
TEL-00000187,VEH-0104,2026-01-05T18:27:00,12.399864,76.73643,21,MOVING,MAN-000013
TEL-00000188,VEH-0104,2026-01-05T18:33:00,12.399765,76.733344,24,MOVING,MAN-000013
TEL-00000189,VEH-0104,2026-01-05T18:37:00,12.39983,76.734618,0,STOPPED,MAN-000013
TEL-00000190,VEH-0104,2026-01-05T18:47:00,12.39983,76.734618,0,DELIVERED,MAN-000013
TEL-00000191,VEH-0129,2026-01-05T12:00:00,12.505032,76.802422,0,IDLE,MAN-000015
TEL-00000192,VEH-0129,2026-01-05T12:17:00,12.561986,76.801785,32,MOVING,MAN-000015
TEL-00000193,VEH-0129,2026-01-05T12:29:00,12.616506,76.803703,21,MOVING,MAN-000015
TEL-00000194,VEH-0129,2026-01-05T12:41:00,12.670306,76.803073,0,STOPPED,MAN-000015
TEL-00000195,VEH-0129,2026-01-05T12:56:00,12.668364,76.804447,29,MOVING,MAN-000015
TEL-00000196,VEH-0129,2026-01-05T13:08:00,12.669965,76.803156,27,MOVING,MAN-000015
TEL-00000197,VEH-0129,2026-01-05T13:23:00,12.670306,76.803073,0,STOPPED,MAN-000015
TEL-00000198,VEH-0129,2026-01-05T13:31:00,12.666738,76.837307,37,MOVING,MAN-000015
TEL-00000199,VEH-0129,2026-01-05T13:40:00,12.661526,76.874407,31,MOVING,MAN-000015
TEL-00000200,VEH-0129,2026-01-05T13:49:00,12.655854,76.909239,0,STOPPED,MAN-000015
TEL-00000201,VEH-0129,2026-01-05T14:00:00,12.654124,76.90787,22,MOVING,MAN-000015
TEL-00000202,VEH-0129,2026-01-05T14:10:00,12.656544,76.910872,36,MOVING,MAN-000015
TEL-00000203,VEH-0129,2026-01-05T14:15:00,12.655854,76.909239,0,STOPPED,MAN-000015
TEL-00000204,VEH-0129,2026-01-05T14:22:00,12.630985,76.888939,27,MOVING,MAN-000015
TEL-00000205,VEH-0129,2026-01-05T14:33:00,12.610872,76.865758,26,MOVING,MAN-000015
TEL-00000206,VEH-0129,2026-01-05T14:43:00,12.587087,76.842812,0,STOPPED,MAN-000015
TEL-00000207,VEH-0129,2026-01-05T14:53:00,12.587751,76.842206,35,MOVING,MAN-000015
TEL-00000208,VEH-0129,2026-01-05T15:02:00,12.585587,76.841685,29,MOVING,MAN-000015
TEL-00000209,VEH-0129,2026-01-05T15:08:00,12.587087,76.842812,0,STOPPED,MAN-000015
TEL-00000210,VEH-0129,2026-01-05T15:19:00,12.551443,76.822195,25,MOVING,MAN-000015
TEL-00000211,VEH-0129,2026-01-05T15:33:00,12.51368,76.797008,20,MOVING,MAN-000015
TEL-00000212,VEH-0129,2026-01-05T15:39:00,12.47573,76.774962,0,STOPPED,MAN-000015
TEL-00000213,VEH-0129,2026-01-05T15:50:00,12.475519,76.774653,34,MOVING,MAN-000015
TEL-00000214,VEH-0129,2026-01-05T15:59:00,12.474856,76.776271,27,MOVING,MAN-000015
TEL-00000215,VEH-0129,2026-01-05T16:15:00,12.47573,76.774962,0,STOPPED,MAN-000015
TEL-00000216,VEH-0129,2026-01-05T16:32:00,12.442586,76.729343,21,MOVING,MAN-000015
TEL-00000217,VEH-0129,2026-01-05T16:45:00,12.41132,76.681685,18,MOVING,MAN-000015
TEL-00000218,VEH-0129,2026-01-05T16:58:00,12.38026,76.635442,0,STOPPED,MAN-000015
TEL-00000219,VEH-0129,2026-01-05T17:16:00,12.381364,76.635247,24,MOVING,MAN-000015
TEL-00000220,VEH-0129,2026-01-05T17:24:00,12.380192,76.637063,18,MOVING,MAN-000015
TEL-00000221,VEH-0129,2026-01-05T17:42:00,12.38026,76.635442,0,STOPPED,MAN-000015
TEL-00000222,VEH-0129,2026-01-05T18:13:00,12.476955,76.680507,25,MOVING,MAN-000015
TEL-00000223,VEH-0129,2026-01-05T18:34:00,12.576208,76.726528,27,MOVING,MAN-000015
TEL-00000224,VEH-0129,2026-01-05T19:03:00,12.67463,76.769892,0,STOPPED,MAN-000015
TEL-00000225,VEH-0129,2026-01-05T19:32:00,12.674144,76.769926,34,MOVING,MAN-000015
TEL-00000226,VEH-0129,2026-01-05T19:57:00,12.673924,76.770324,32,MOVING,MAN-000015
TEL-00000227,VEH-0129,2026-01-05T20:24:00,12.67463,76.769892,0,STOPPED,MAN-000015
TEL-00000228,VEH-0129,2026-01-05T20:34:00,12.67463,76.769892,0,DELIVERED,MAN-000015
TEL-00000229,VEH-0104,2026-01-05T12:00:00,12.505032,76.802422,0,IDLE,MAN-000016
TEL-00000230,VEH-0104,2026-01-05T12:15:00,12.529262,76.747467,28,MOVING,MAN-000016
TEL-00000231,VEH-0104,2026-01-05T12:32:00,12.551248,76.691161,32,MOVING,MAN-000016
TEL-00000232,VEH-0104,2026-01-05T12:44:00,12.576922,76.636332,0,STOPPED,MAN-000016
TEL-00000233,VEH-0104,2026-01-05T13:00:00,12.577027,76.638212,23,MOVING,MAN-000016
TEL-00000234,VEH-0104,2026-01-05T13:14:00,12.576356,76.636712,20,MOVING,MAN-000016
TEL-00000235,VEH-0104,2026-01-05T13:30:00,12.576922,76.636332,0,STOPPED,MAN-000016
TEL-00000236,VEH-0104,2026-01-05T13:54:00,12.579162,76.721684,33,MOVING,MAN-000016
TEL-00000237,VEH-0104,2026-01-05T14:11:00,12.577083,76.801504,24,MOVING,MAN-000016
TEL-00000238,VEH-0104,2026-01-05T14:31:00,12.580035,76.886493,0,STOPPED,MAN-000016
TEL-00000239,VEH-0104,2026-01-05T14:51:00,12.578254,76.885866,30,MOVING,MAN-000016
TEL-00000240,VEH-0104,2026-01-05T15:13:00,12.57852,76.888389,28,MOVING,MAN-000016
TEL-00000241,VEH-0104,2026-01-05T15:31:00,12.580035,76.886493,0,STOPPED,MAN-000016
TEL-00000242,VEH-0104,2026-01-05T15:51:00,12.573577,76.823806,37,MOVING,MAN-000016
TEL-00000243,VEH-0104,2026-01-05T16:01:00,12.569267,76.76169,30,MOVING,MAN-000016
TEL-00000244,VEH-0104,2026-01-05T16:16:00,12.566547,76.696545,0,STOPPED,MAN-000016
TEL-00000245,VEH-0104,2026-01-05T16:32:00,12.567973,76.694844,22,MOVING,MAN-000016
TEL-00000246,VEH-0104,2026-01-05T16:47:00,12.566184,76.698533,18,MOVING,MAN-000016
TEL-00000247,VEH-0104,2026-01-05T17:05:00,12.566547,76.696545,0,STOPPED,MAN-000016
TEL-00000248,VEH-0104,2026-01-05T17:31:00,12.491853,76.774729,37,MOVING,MAN-000016
TEL-00000249,VEH-0104,2026-01-05T17:57:00,12.420607,76.856165,23,MOVING,MAN-000016
TEL-00000250,VEH-0104,2026-01-05T18:26:00,12.347132,76.934894,0,STOPPED,MAN-000016
TEL-00000251,VEH-0104,2026-01-05T18:57:00,12.347198,76.933209,30,MOVING,MAN-000016
TEL-00000252,VEH-0104,2026-01-05T19:20:00,12.348026,76.933007,24,MOVING,MAN-000016
TEL-00000253,VEH-0104,2026-01-05T19:45:00,12.347132,76.934894,0,STOPPED,MAN-000016
TEL-00000254,VEH-0104,2026-01-05T20:05:00,12.41561,76.951257,23,MOVING,MAN-000016
TEL-00000255,VEH-0104,2026-01-05T20:21:00,12.482249,76.967452,24,MOVING,MAN-000016
TEL-00000256,VEH-0104,2026-01-05T20:40:00,12.552161,76.981742,0,STOPPED,MAN-000016
TEL-00000257,VEH-0104,2026-01-05T21:01:00,12.551696,76.981266,30,MOVING,MAN-000016
TEL-00000258,VEH-0104,2026-01-05T21:15:00,12.550352,76.981667,33,MOVING,MAN-000016
TEL-00000259,VEH-0104,2026-01-05T21:33:00,12.552161,76.981742,0,STOPPED,MAN-000016
TEL-00000260,VEH-0104,2026-01-05T21:52:00,12.508497,76.919769,18,MOVING,MAN-000016
TEL-00000261,VEH-0104,2026-01-05T22:10:00,12.465881,76.85758,32,MOVING,MAN-000016
TEL-00000262,VEH-0104,2026-01-05T22:32:00,12.423851,76.793313,0,STOPPED,MAN-000016
TEL-00000263,VEH-0104,2026-01-05T22:55:00,12.422582,76.793184,26,MOVING,MAN-000016
TEL-00000264,VEH-0104,2026-01-05T23:10:00,12.424017,76.794225,33,MOVING,MAN-000016
TEL-00000265,VEH-0104,2026-01-05T23:27:00,12.423851,76.793313,0,STOPPED,MAN-000016
