fps_id,cycle,commodity,demand_kg,beneficiary_count,season,month,year,previous_demand_kg,trend_factor,season_factor,stockout_flag
FPS-0015,2025-01,WHEAT,200,14,RABI,1,2025,196,-0.022,1.0,0
FPS-0016,2025-01,RICE,210,20,RABI,1,2025,216,-0.048,1.0,0
FPS-0016,2025-01,WHEAT,200,20,RABI,1,2025,200,0.072,1.0,0
FPS-0017,2025-01,RICE,200,15,RABI,1,2025,211,0.074,1.0,0
FPS-0017,2025-01,WHEAT,200,15,RABI,1,2025,208,0.073,1.0,0
FPS-0018,2025-01,RICE,302,24,RABI,1,2025,314,0.002,1.0,0
FPS-0018,2025-01,WHEAT,213,24,RABI,1,2025,213,0.026,1.0,0
FPS-0019,2025-01,RICE,256,18,RABI,1,2025,265,0.052,1.0,0
FPS-0019,2025-01,WHEAT,200,18,RABI,1,2025,206,-0.01,1.0,0
FPS-0020,2025-01,RICE,200,15,RABI,1,2025,204,0.076,1.0,0
FPS-0020,2025-01,WHEAT,200,15,RABI,1,2025,205,0.046,1.0,0
FPS-0021,2025-01,RICE,301,26,RABI,1,2025,289,-0.033,1.0,0
FPS-0021,2025-01,WHEAT,239,26,RABI,1,2025,226,0.053,1.0,0
FPS-0022,2025-01,RICE,200,15,RABI,1,2025,192,-0.016,1.0,0
FPS-0022,2025-01,WHEAT,200,15,RABI,1,2025,205,0.016,1.0,0
FPS-0023,2025-01,RICE,200,16,RABI,1,2025,202,0.054,1.0,0
FPS-0023,2025-01,WHEAT,200,16,RABI,1,2025,196,0.059,1.0,0
FPS-0024,2025-01,RICE,201,18,RABI,1,2025,207,0.061,1.0,0
FPS-0024,2025-01,WHEAT,200,18,RABI,1,2025,184,0.078,1.0,0
FPS-0025,2025-01,RICE,285,19,RABI,1,2025,271,0.015,1.0,0
FPS-0025,2025-01,WHEAT,219,19,RABI,1,2025,211,0.052,1.0,0
FPS-0026,2025-01,RICE,200,16,RABI,1,2025,186,-0.009,1.0,0
FPS-0026,2025-01,WHEAT,200,16,RABI,1,2025,189,0.019,1.0,0
FPS-0027,2025-01,RICE,200,15,RABI,1,2025,203,-0.045,1.0,0
FPS-0027,2025-01,WHEAT,200,15,RABI,1,2025,205,0.066,1.0,0
FPS-0028,2025-01,RICE,200,12,RABI,1,2025,195,-0.016,1.0,0
FPS-0028,2025-01,WHEAT,200,12,RABI,1,2025,186,0.08,1.0,0
FPS-0029,2025-01,RICE,253,21,RABI,1,2025,233,0.024,1.0,0
FPS-0029,2025-01,WHEAT,200,21,RABI,1,2025,190,0.064,1.0,0
FPS-0030,2025-01,RICE,140,10,RABI,1,2025,201,-0.035,1.0,1
FPS-0030,2025-01,WHEAT,200,10,RABI,1,2025,208,-0.025,1.0,0
FPS-0031,2025-01,RICE,200,13,RABI,1,2025,207,0.019,1.0,0
FPS-0031,2025-01,WHEAT,200,13,RABI,1,2025,185,0.017,1.0,0
FPS-0032,2025-01,RICE,217,17,RABI,1,2025,206,0.063,1.0,0
FPS-0032,2025-01,WHEAT,200,17,RABI,1,2025,206,0.069,1.0,0
FPS-0033,2025-01,RICE,217,14,RABI,1,2025,204,-0.049,1.0,0
FPS-0033,2025-01,WHEAT,140,14,RABI,1,2025,200,0.046,1.0,1
FPS-0034,2025-01,RICE,235,18,RABI,1,2025,231,0.038,1.0,0
FPS-0034,2025-01,WHEAT,200,18,RABI,1,2025,211,0.037,1.0,0
FPS-0035,2025-01,RICE,246,18,RABI,1,2025,233,0.018,1.0,0
FPS-0035,2025-01,WHEAT,200,18,RABI,1,2025,185,-0.003,1.0,0
FPS-0036,2025-01,RICE,273,23,RABI,1,2025,266,0.049,1.0,0
FPS-0036,2025-01,WHEAT,200,23,RABI,1,2025,197,0.051,1.0,0
FPS-0037,2025-01,RICE,244,20,RABI,1,2025,242,0.014,1.0,0
FPS-0037,2025-01,WHEAT,200,20,RABI,1,2025,185,0.037,1.0,0
FPS-0038,2025-01,RICE,261,20,RABI,1,2025,263,0.012,1.0,0
FPS-0038,2025-01,WHEAT,200,20,RABI,1,2025,203,-0.017,1.0,0
FPS-0039,2025-01,RICE,224,20,RABI,1,2025,215,-0.024,1.0,0
FPS-0039,2025-01,WHEAT,200,20,RABI,1,2025,191,-0.047,1.0,0
FPS-0040,2025-01,RICE,200,12,RABI,1,2025,192,0.008,1.0,0
FPS-0040,2025-01,WHEAT,200,12,RABI,1,2025,194,0.059,1.0,0
FPS-0041,2025-01,RICE,140,13,RABI,1,2025,190,-0.004,1.0,1
FPS-0041,2025-01,WHEAT,200,13,RABI,1,2025,204,-0.041,1.0,0
FPS-0042,2025-01,RICE,200,18,RABI,1,2025,207,-0.034,1.0,0
FPS-0042,2025-01,WHEAT,200,18,RABI,1,2025,204,-0.006,1.0,0
FPS-0043,2025-01,RICE,140,17,RABI,1,2025,185,-0.023,1.0,1
FPS-0043,2025-01,WHEAT,200,17,RABI,1,2025,201,0.079,1.0,0
FPS-0044,2025-01,RICE,200,15,RABI,1,2025,191,0.012,1.0,0
FPS-0044,2025-01,WHEAT,200,15,RABI,1,2025,203,0.053,1.0,0
FPS-0045,2025-01,RICE,253,21,RABI,1,2025,257,0.021,1.0,0
FPS-0045,2025-01,WHEAT,200,21,RABI,1,2025,205,-0.022,1.0,0
FPS-0046,2025-01,RICE,200,13,RABI,1,2025,200,0.071,1.0,0
FPS-0046,2025-01,WHEAT,200,13,RABI,1,2025,191,-0.041,1.0,0
FPS-0047,2025-01,RICE,280,21,RABI,1,2025,267,0.048,1.0,0
FPS-0047,2025-01,WHEAT,200,21,RABI,1,2025,209,-0.04,1.0,0
FPS-0048,2025-01,RICE,200,12,RABI,1,2025,202,0.079,1.0,0
FPS-0048,2025-01,WHEAT,200,12,RABI,1,2025,192,-0.01,1.0,0
FPS-0049,2025-01,RICE,200,17,RABI,1,2025,202,-0.011,1.0,0
FPS-0049,2025-01,WHEAT,200,17,RABI,1,2025,192,-0.015,1.0,0
FPS-0050,2025-01,RICE,318,23,RABI,1,2025,319,0.051,1.0,0
FPS-0050,2025-01,WHEAT,208,23,RABI,1,2025,198,-0.028,1.0,0
FPS-0051,2025-01,RICE,214,19,RABI,1,2025,214,-0.022,1.0,0
FPS-0051,2025-01,WHEAT,200,19,RABI,1,2025,204,0.015,1.0,0
FPS-0052,2025-01,RICE,258,19,RABI,1,2025,241,0.009,1.0,0
FPS-0052,2025-01,WHEAT,200,19,RABI,1,2025,194,-0.015,1.0,0
FPS-0053,2025-01,RICE,200,17,RABI,1,2025,196,-0.024,1.0,0
FPS-0053,2025-01,WHEAT,200,17,RABI,1,2025,192,0.006,1.0,0
FPS-0054,2025-01,RICE,200,14,RABI,1,2025,205,-0.029,1.0,0
FPS-0054,2025-01,WHEAT,200,14,RABI,1,2025,208,0.021,1.0,0
FPS-0055,2025-01,RICE,170,20,RABI,1,2025,239,-0.029,1.0,1
FPS-0055,2025-01,WHEAT,200,20,RABI,1,2025,186,-0.002,1.0,0
FPS-0056,2025-01,RICE,204,19,RABI,1,2025,193,-0.033,1.0,0
FPS-0056,2025-01,WHEAT,200,19,RABI,1,2025,206,0.048,1.0,0
FPS-0057,2025-01,RICE,249,18,RABI,1,2025,236,0.065,1.0,0
FPS-0057,2025-01,WHEAT,200,18,RABI,1,2025,202,0.058,1.0,0
FPS-0058,2025-01,RICE,223,19,RABI,1,2025,226,-0.022,1.0,0
FPS-0058,2025-01,WHEAT,200,19,RABI,1,2025,210,-0.017,1.0,0
FPS-0059,2025-01,RICE,211,17,RABI,1,2025,212,-0.006,1.0,0
FPS-0059,2025-01,WHEAT,200,17,RABI,1,2025,184,0.079,1.0,0
FPS-0060,2025-01,RICE,253,22,RABI,1,2025,265,0.037,1.0,0
FPS-0060,2025-01,WHEAT,200,22,RABI,1,2025,186,0.019,1.0,0
FPS-0061,2025-01,RICE,200,15,RABI,1,2025,206,0.037,1.0,0
FPS-0061,2025-01,WHEAT,200,15,RABI,1,2025,203,0.019,1.0,0
FPS-0062,2025-01,RICE,200,12,RABI,1,2025,211,-0.047,1.0,0
FPS-0062,2025-01,WHEAT,200,12,RABI,1,2025,204,0.018,1.0,0
FPS-0063,2025-01,RICE,239,20,RABI,1,2025,233,-0.036,1.0,0
FPS-0063,2025-01,WHEAT,200,20,RABI,1,2025,198,0.019,1.0,0
FPS-0064,2025-01,RICE,200,15,RABI,1,2025,191,0.052,1.0,0
FPS-0064,2025-01,WHEAT,140,15,RABI,1,2025,204,0.02,1.0,1
FPS-0065,2025-01,RICE,200,16,RABI,1,2025,210,0.034,1.0,0
FPS-0065,2025-01,WHEAT,200,16,RABI,1,2025,192,-0.034,1.0,0
FPS-0066,2025-01,RICE,200,17,RABI,1,2025,195,-0.004,1.0,0
FPS-0066,2025-01,WHEAT,200,17,RABI,1,2025,196,0.015,1.0,0
FPS-0067,2025-01,RICE,200,13,RABI,1,2025,195,-0.044,1.0,0
FPS-0067,2025-01,WHEAT,200,13,RABI,1,2025,196,-0.018,1.0,0
FPS-0068,2025-01,RICE,210,20,RABI,1,2025,197,0.039,1.0,0
FPS-0068,2025-01,WHEAT,200,20,RABI,1,2025,190,0.066,1.0,0
FPS-0069,2025-01,RICE,200,16,RABI,1,2025,204,-0.028,1.0,0
FPS-0069,2025-01,WHEAT,200,16,RABI,1,2025,195,0.054,1.0,0
FPS-0070,2025-01,RICE,210,16,RABI,1,2025,213,0.048,1.0,0
FPS-0070,2025-01,WHEAT,200,16,RABI,1,2025,201,0.073,1.0,0
FPS-0071,2025-01,RICE,200,15,RABI,1,2025,196,0.061,1.0,0
FPS-0071,2025-01,WHEAT,200,15,RABI,1,2025,203,-0.047,1.0,0
FPS-0072,2025-01,RICE,275,22,RABI,1,2025,264,-0.022,1.0,0
FPS-0072,2025-01,WHEAT,218,22,RABI,1,2025,205,0.064,1.0,0
FPS-0073,2025-01,RICE,262,21,RABI,1,2025,267,0.06,1.0,0
FPS-0073,2025-01,WHEAT,200,21,RABI,1,2025,195,0.033,1.0,0
FPS-0074,2025-01,RICE,200,11,RABI,1,2025,185,0.076,1.0,0
FPS-0074,2025-01,WHEAT,200,11,RABI,1,2025,184,0.008,1.0,0
FPS-0075,2025-01,RICE,251,21,RABI,1,2025,251,0.073,1.0,0
FPS-0075,2025-01,WHEAT,200,21,RABI,1,2025,205,0.062,1.0,0
FPS-0076,2025-01,RICE,302,19,RABI,1,2025,316,0.079,1.0,0
FPS-0076,2025-01,WHEAT,211,19,RABI,1,2025,208,-0.015,1.0,0
FPS-0077,2025-01,RICE,200,15,RABI,1,2025,193,-0.046,1.0,0
FPS-0077,2025-01,WHEAT,200,15,RABI,1,2025,192,0.056,1.0,0
FPS-0078,2025-01,RICE,224,20,RABI,1,2025,225,0.005,1.0,0
FPS-0078,2025-01,WHEAT,200,20,RABI,1,2025,194,-0.04,1.0,0
FPS-0079,2025-01,RICE,200,11,RABI,1,2025,186,0.022,1.0,0
FPS-0079,2025-01,WHEAT,200,11,RABI,1,2025,207,-0.031,1.0,0
FPS-0080,2025-01,RICE,200,15,RABI,1,2025,196,0.017,1.0,0
FPS-0080,2025-01,WHEAT,200,15,RABI,1,2025,198,0.004,1.0,0
FPS-0081,2025-01,RICE,238,21,RABI,1,2025,229,0.006,1.0,0
FPS-0081,2025-01,WHEAT,200,21,RABI,1,2025,204,0.024,1.0,0
FPS-0082,2025-01,RICE,232,22,RABI,1,2025,222,-0.027,1.0,0
FPS-0082,2025-01,WHEAT,200,22,RABI,1,2025,188,0.075,1.0,0
FPS-0083,2025-01,RICE,252,18,RABI,1,2025,242,0.073,1.0,0
FPS-0083,2025-01,WHEAT,200,18,RABI,1,2025,209,0.07,1.0,0
FPS-0084,2025-01,RICE,285,20,RABI,1,2025,295,0.02,1.0,0
FPS-0084,2025-01,WHEAT,200,20,RABI,1,2025,192,-0.018,1.0,0
FPS-0085,2025-01,RICE,200,14,RABI,1,2025,208,0.045,1.0,0
FPS-0085,2025-01,WHEAT,200,14,RABI,1,2025,189,0.009,1.0,0
FPS-0086,2025-01,RICE,201,14,RABI,1,2025,208,0.04,1.0,0
FPS-0086,2025-01,WHEAT,200,14,RABI,1,2025,203,0.037,1.0,0
FPS-0087,2025-01,RICE,200,13,RABI,1,2025,194,0.007,1.0,0
FPS-0087,2025-01,WHEAT,200,13,RABI,1,2025,206,0.02,1.0,0
FPS-0088,2025-01,RICE,208,15,RABI,1,2025,197,0.072,1.0,0
FPS-0088,2025-01,WHEAT,200,15,RABI,1,2025,194,0.059,1.0,0
FPS-0089,2025-01,RICE,240,18,RABI,1,2025,234,0.069,1.0,0
FPS-0089,2025-01,WHEAT,200,18,RABI,1,2025,203,0.008,1.0,0
FPS-0090,2025-01,RICE,200,15,RABI,1,2025,204,-0.003,1.0,0
FPS-0090,2025-01,WHEAT,200,15,RABI,1,2025,210,-0.034,1.0,0
FPS-0091,2025-01,RICE,200,18,RABI,1,2025,201,-0.042,1.0,0
FPS-0091,2025-01,WHEAT,200,18,RABI,1,2025,205,-0.048,1.0,0
FPS-0092,2025-01,RICE,275,21,RABI,1,2025,264,-0.0,1.0,0
FPS-0092,2025-01,WHEAT,206,21,RABI,1,2025,197,0.069,1.0,0
FPS-0093,2025-01,RICE,294,24,RABI,1,2025,308,0.073,1.0,0
FPS-0093,2025-01,WHEAT,202,24,RABI,1,2025,206,0.019,1.0,0
FPS-0094,2025-01,RICE,277,19,RABI,1,2025,271,0.046,1.0,0
FPS-0094,2025-01,WHEAT,201,19,RABI,1,2025,207,0.078,1.0,0
FPS-0095,2025-01,RICE,309,26,RABI,1,2025,315,0.061,1.0,0
FPS-0095,2025-01,WHEAT,154,26,RABI,1,2025,229,0.047,1.0,1
FPS-0096,2025-01,RICE,200,13,RABI,1,2025,184,-0.002,1.0,0
FPS-0096,2025-01,WHEAT,200,13,RABI,1,2025,198,0.06,1.0,0
FPS-0097,2025-01,RICE,271,20,RABI,1,2025,264,-0.045,1.0,0
FPS-0097,2025-01,WHEAT,202,20,RABI,1,2025,189,0.017,1.0,0
FPS-0098,2025-01,RICE,265,20,RABI,1,2025,249,-0.014,1.0,0
FPS-0098,2025-01,WHEAT,140,20,RABI,1,2025,200,-0.031,1.0,1
FPS-0099,2025-01,RICE,200,16,RABI,1,2025,197,0.057,1.0,0
FPS-0099,2025-01,WHEAT,200,16,RABI,1,2025,187,-0.024,1.0,0
FPS-0100,2025-01,RICE,200,12,RABI,1,2025,204,0.077,1.0,0
FPS-0100,2025-01,WHEAT,200,12,RABI,1,2025,188,0.004,1.0,0
FPS-0101,2025-01,RICE,273,19,RABI,1,2025,283,-0.046,1.0,0
FPS-0101,2025-01,WHEAT,200,19,RABI,1,2025,188,-0.03,1.0,0
FPS-0102,2025-01,RICE,200,15,RABI,1,2025,199,-0.02,1.0,0
FPS-0102,2025-01,WHEAT,200,15,RABI,1,2025,196,-0.044,1.0,0
FPS-0103,2025-01,RICE,314,23,RABI,1,2025,289,0.064,1.0,0
FPS-0103,2025-01,WHEAT,209,23,RABI,1,2025,193,-0.039,1.0,0
FPS-0104,2025-01,RICE,200,14,RABI,1,2025,191,0.053,1.0,0
FPS-0104,2025-01,WHEAT,200,14,RABI,1,2025,193,0.072,1.0,0
FPS-0105,2025-01,RICE,309,23,RABI,1,2025,321,0.057,1.0,0
FPS-0105,2025-01,WHEAT,215,23,RABI,1,2025,211,-0.026,1.0,0
FPS-0106,2025-01,RICE,200,14,RABI,1,2025,200,0.06,1.0,0
FPS-0106,2025-01,WHEAT,200,14,RABI,1,2025,188,-0.046,1.0,0
FPS-0107,2025-01,RICE,200,18,RABI,1,2025,189,-0.04,1.0,0
FPS-0107,2025-01,WHEAT,200,18,RABI,1,2025,196,-0.012,1.0,0
FPS-0108,2025-01,RICE,200,10,RABI,1,2025,198,-0.045,1.0,0
FPS-0108,2025-01,WHEAT,200,10,RABI,1,2025,197,0.023,1.0,0
FPS-0109,2025-01,RICE,200,14,RABI,1,2025,197,0.028,1.0,0
FPS-0109,2025-01,WHEAT,200,14,RABI,1,2025,202,-0.038,1.0,0
FPS-0110,2025-01,RICE,200,17,RABI,1,2025,206,-0.04,1.0,0
FPS-0110,2025-01,WHEAT,200,17,RABI,1,2025,190,0.052,1.0,0
FPS-0111,2025-01,RICE,200,13,RABI,1,2025,196,-0.04,1.0,0
FPS-0111,2025-01,WHEAT,200,13,RABI,1,2025,198,-0.044,1.0,0
FPS-0112,2025-01,RICE,200,14,RABI,1,2025,209,-0.012,1.0,0
FPS-0112,2025-01,WHEAT,200,14,RABI,1,2025,206,-0.036,1.0,0
FPS-0113,2025-01,RICE,200,8,RABI,1,2025,187,-0.032,1.0,0
FPS-0113,2025-01,WHEAT,200,8,RABI,1,2025,197,-0.001,1.0,0
FPS-0114,2025-01,RICE,200,15,RABI,1,2025,202,-0.019,1.0,0
FPS-0114,2025-01,WHEAT,200,15,RABI,1,2025,203,-0.039,1.0,0
FPS-0115,2025-01,RICE,200,13,RABI,1,2025,194,0.042,1.0,0
FPS-0115,2025-01,WHEAT,200,13,RABI,1,2025,211,-0.021,1.0,0
FPS-0116,2025-01,RICE,200,9,RABI,1,2025,196,0.049,1.0,0
FPS-0116,2025-01,WHEAT,200,9,RABI,1,2025,185,-0.048,1.0,0
FPS-0117,2025-01,RICE,200,17,RABI,1,2025,204,-0.022,1.0,0
FPS-0117,2025-01,WHEAT,200,17,RABI,1,2025,185,-0.024,1.0,0
FPS-0118,2025-01,RICE,208,19,RABI,1,2025,193,0.018,1.0,0
FPS-0118,2025-01,WHEAT,200,19,RABI,1,2025,187,-0.018,1.0,0
FPS-0119,2025-01,RICE,200,15,RABI,1,2025,194,0.028,1.0,0
FPS-0119,2025-01,WHEAT,200,15,RABI,1,2025,201,0.019,1.0,0
FPS-0120,2025-01,RICE,207,16,RABI,1,2025,199,0.079,1.0,0
FPS-0120,2025-01,WHEAT,200,16,RABI,1,2025,198,0.034,1.0,0
FPS-0121,2025-01,RICE,200,15,RABI,1,2025,201,0.05,1.0,0
FPS-0121,2025-01,WHEAT,200,15,RABI,1,2025,190,0.018,1.0,0
FPS-0122,2025-01,RICE,200,14,RABI,1,2025,210,0.061,1.0,0
FPS-0122,2025-01,WHEAT,200,14,RABI,1,2025,211,-0.025,1.0,0
FPS-0123,2025-01,RICE,200,14,RABI,1,2025,192,-0.041,1.0,0
FPS-0123,2025-01,WHEAT,200,14,RABI,1,2025,195,0.048,1.0,0
FPS-0124,2025-01,RICE,290,21,RABI,1,2025,281,-0.008,1.0,0
FPS-0124,2025-01,WHEAT,227,21,RABI,1,2025,222,0.071,1.0,0
FPS-0125,2025-01,RICE,200,14,RABI,1,2025,201,0.013,1.0,0
FPS-0125,2025-01,WHEAT,200,14,RABI,1,2025,199,0.056,1.0,0
FPS-0126,2025-01,RICE,200,13,RABI,1,2025,205,-0.011,1.0,0
FPS-0126,2025-01,WHEAT,200,13,RABI,1,2025,205,0.025,1.0,0
FPS-0127,2025-01,RICE,200,11,RABI,1,2025,201,-0.02,1.0,0
FPS-0127,2025-01,WHEAT,200,11,RABI,1,2025,191,0.067,1.0,0
FPS-0128,2025-01,RICE,200,12,RABI,1,2025,185,0.023,1.0,0
FPS-0128,2025-01,WHEAT,200,12,RABI,1,2025,209,-0.043,1.0,0
FPS-0129,2025-01,RICE,200,17,RABI,1,2025,194,-0.029,1.0,0
FPS-0129,2025-01,WHEAT,200,17,RABI,1,2025,185,-0.017,1.0,0
FPS-0130,2025-01,RICE,200,16,RABI,1,2025,205,0.043,1.0,0
FPS-0130,2025-01,WHEAT,200,16,RABI,1,2025,187,0.064,1.0,0
FPS-0131,2025-01,RICE,200,15,RABI,1,2025,188,0.074,1.0,0
FPS-0131,2025-01,WHEAT,200,15,RABI,1,2025,185,0.065,1.0,0
FPS-0132,2025-01,RICE,267,23,RABI,1,2025,276,-0.011,1.0,0
FPS-0132,2025-01,WHEAT,200,23,RABI,1,2025,204,-0.033,1.0,0
FPS-0133,2025-01,RICE,200,13,RABI,1,2025,194,0.023,1.0,0
FPS-0133,2025-01,WHEAT,200,13,RABI,1,2025,201,0.019,1.0,0
FPS-0134,2025-01,RICE,200,16,RABI,1,2025,190,-0.038,1.0,0
FPS-0134,2025-01,WHEAT,200,16,RABI,1,2025,209,-0.009,1.0,0
FPS-0135,2025-01,RICE,200,15,RABI,1,2025,202,-0.048,1.0,0
FPS-0135,2025-01,WHEAT,200,15,RABI,1,2025,192,-0.047,1.0,0
FPS-0136,2025-01,RICE,203,16,RABI,1,2025,192,-0.015,1.0,0
FPS-0136,2025-01,WHEAT,200,16,RABI,1,2025,200,0.064,1.0,0
FPS-0137,2025-01,RICE,200,15,RABI,1,2025,195,0.001,1.0,0
FPS-0137,2025-01,WHEAT,200,15,RABI,1,2025,209,0.08,1.0,0
FPS-0138,2025-01,RICE,312,23,RABI,1,2025,313,0.074,1.0,0
FPS-0138,2025-01,WHEAT,221,23,RABI,1,2025,220,0.08,1.0,0
FPS-0139,2025-01,RICE,200,17,RABI,1,2025,186,-0.003,1.0,0
FPS-0139,2025-01,WHEAT,200,17,RABI,1,2025,184,-0.05,1.0,0
FPS-0140,2025-01,RICE,200,14,RABI,1,2025,186,0.079,1.0,0
FPS-0140,2025-01,WHEAT,200,14,RABI,1,2025,195,-0.038,1.0,0
FPS-0141,2025-01,RICE,200,9,RABI,1,2025,192,0.051,1.0,0
FPS-0141,2025-01,WHEAT,200,9,RABI,1,2025,211,0.007,1.0,0
FPS-0142,2025-01,RICE,251,20,RABI,1,2025,232,0.066,1.0,0
FPS-0142,2025-01,WHEAT,200,20,RABI,1,2025,188,-0.033,1.0,0
FPS-0143,2025-01,RICE,237,22,RABI,1,2025,232,-0.043,1.0,0
FPS-0143,2025-01,WHEAT,200,22,RABI,1,2025,206,0.022,1.0,0
FPS-0144,2025-01,RICE,257,22,RABI,1,2025,245,0.003,1.0,0
FPS-0144,2025-01,WHEAT,200,22,RABI,1,2025,209,-0.034,1.0,0
FPS-0145,2025-01,RICE,200,15,RABI,1,2025,194,0.048,1.0,0
FPS-0145,2025-01,WHEAT,200,15,RABI,1,2025,209,0.075,1.0,0
FPS-0146,2025-01,RICE,200,13,RABI,1,2025,195,0.077,1.0,0
FPS-0146,2025-01,WHEAT,200,13,RABI,1,2025,194,-0.041,1.0,0
FPS-0147,2025-01,RICE,216,20,RABI,1,2025,215,0.012,1.0,0
FPS-0147,2025-01,WHEAT,200,20,RABI,1,2025,194,0.04,1.0,0
FPS-0148,2025-01,RICE,282,25,RABI,1,2025,279,-0.005,1.0,0
FPS-0148,2025-01,WHEAT,201,25,RABI,1,2025,208,-0.04,1.0,0
FPS-0149,2025-01,RICE,326,25,RABI,1,2025,304,-0.0,1.0,0
FPS-0149,2025-01,WHEAT,225,25,RABI,1,2025,227,-0.039,1.0,0
FPS-0150,2025-01,RICE,200,13,RABI,1,2025,195,0.042,1.0,0
FPS-0150,2025-01,WHEAT,200,13,RABI,1,2025,209,0.054,1.0,0
FPS-0151,2025-01,RICE,273,22,RABI,1,2025,266,0.064,1.0,0
FPS-0151,2025-01,WHEAT,200,22,RABI,1,2025,207,0.002,1.0,0
FPS-0152,2025-01,RICE,209,19,RABI,1,2025,201,0.004,1.0,0
FPS-0152,2025-01,WHEAT,200,19,RABI,1,2025,196,0.073,1.0,0
FPS-0153,2025-01,RICE,236,17,RABI,1,2025,247,0.061,1.0,0
FPS-0153,2025-01,WHEAT,200,17,RABI,1,2025,200,0.026,1.0,0
FPS-0154,2025-01,RICE,200,18,RABI,1,2025,203,0.06,1.0,0
FPS-0154,2025-01,WHEAT,200,18,RABI,1,2025,198,-0.042,1.0,0
FPS-0155,2025-01,RICE,216,17,RABI,1,2025,218,0.005,1.0,0
FPS-0155,2025-01,WHEAT,200,17,RABI,1,2025,206,-0.002,1.0,0
FPS-0156,2025-01,RICE,200,14,RABI,1,2025,184,-0.042,1.0,0
FPS-0156,2025-01,WHEAT,200,14,RABI,1,2025,205,0.047,1.0,0
FPS-0157,2025-01,RICE,220,18,RABI,1,2025,204,0.07,1.0,0
FPS-0157,2025-01,WHEAT,140,18,RABI,1,2025,195,0.064,1.0,1
FPS-0158,2025-01,RICE,200,16,RABI,1,2025,184,0.012,1.0,0
FPS-0158,2025-01,WHEAT,200,16,RABI,1,2025,201,-0.015,1.0,0
FPS-0159,2025-01,RICE,200,16,RABI,1,2025,192,0.053,1.0,0
FPS-0159,2025-01,WHEAT,200,16,RABI,1,2025,197,-0.036,1.0,0
FPS-0160,2025-01,RICE,200,11,RABI,1,2025,184,0.058,1.0,0
FPS-0160,2025-01,WHEAT,200,11,RABI,1,2025,205,0.009,1.0,0
FPS-0161,2025-01,RICE,274,23,RABI,1,2025,288,-0.025,1.0,0
FPS-0161,2025-01,WHEAT,140,23,RABI,1,2025,210,-0.031,1.0,1
FPS-0162,2025-01,RICE,200,16,RABI,1,2025,194,0.014,1.0,0
FPS-0162,2025-01,WHEAT,200,16,RABI,1,2025,186,-0.025,1.0,0
FPS-0163,2025-01,RICE,200,16,RABI,1,2025,204,-0.002,1.0,0
FPS-0163,2025-01,WHEAT,200,16,RABI,1,2025,201,0.056,1.0,0
FPS-0164,2025-01,RICE,200,13,RABI,1,2025,197,0.075,1.0,0
