fps_id,fps_name,owner_id,district,taluk,latitude,longitude,capacity_kg,warehouse_id,status,opening_hours,created_at
FPS-0066,Santosh Fair Price Shop 066,OFF-06066,MANDYA,MAN-Taluk-4,12.421959,76.599243,2500,WH-016,ACTIVE,09:00-18:00,2023-12-17
FPS-0067,Tunga Fair Price Shop 067,OFF-06067,HASSAN,HAS-Taluk-1,13.018857,75.737454,3000,WH-017,ACTIVE,09:00-18:00,2024-01-14
FPS-0068,Ganga Fair Price Shop 068,OFF-06068,SHIVAMOGGA,SHI-Taluk-1,13.517587,75.619412,2000,WH-018,SUSPENDED,09:00-18:00,2023-08-23
FPS-0069,Surya Fair Price Shop 069,OFF-06069,BENGALURU_URBAN,BEN-Taluk-3,12.825642,77.729623,3500,WH-019,ACTIVE,09:00-18:00,2024-10-28
FPS-0070,Ganga Fair Price Shop 070,OFF-06070,MYSURU,MYS-Taluk-2,12.219077,76.533868,2000,WH-020,SUSPENDED,09:00-18:00,2023-08-10
FPS-0071,Shakti Fair Price Shop 071,OFF-06071,TUMAKURU,TUM-Taluk-4,13.595487,76.959273,3000,WH-021,SUSPENDED,09:00-18:00,2024-04-09
FPS-0072,Sahyadri Fair Price Shop 072,OFF-06072,MANDYA,MAN-Taluk-4,12.510789,76.499635,1500,WH-022,ACTIVE,09:00-18:00,2024-05-07
FPS-0073,Grama Fair Price Shop 073,OFF-06073,HASSAN,HAS-Taluk-2,12.860163,75.932287,3000,WH-023,ACTIVE,09:00-18:00,2024-02-22
FPS-0074,Santosh Fair Price Shop 074,OFF-06074,SHIVAMOGGA,SHI-Taluk-4,13.625154,75.834175,2000,WH-024,ACTIVE,09:00-18:00,2024-02-16
FPS-0075,Ujala Fair Price Shop 075,OFF-06075,BENGALURU_URBAN,BEN-Taluk-2,12.917704,77.765902,1013,WH-025,ACTIVE,09:00-18:00,2024-08-10
FPS-0076,Anna Fair Price Shop 076,OFF-06076,BENGALURU_URBAN,BEN-Taluk-1,13.420928,77.733705,3000,WH-001,ACTIVE,09:00-18:00,2023-10-28
FPS-0077,Santosh Fair Price Shop 077,OFF-06077,MYSURU,MYS-Taluk-4,11.947305,76.45004,2500,WH-002,ACTIVE,09:00-18:00,2024-08-29
FPS-0078,Vikas Fair Price Shop 078,OFF-06078,TUMAKURU,TUM-Taluk-3,13.418285,76.964807,2000,WH-003,ACTIVE,09:00-18:00,2024-10-17
FPS-0079,Surya Fair Price Shop 079,OFF-06079,MANDYA,MAN-Taluk-2,12.444037,76.802378,2500,WH-004,ACTIVE,09:00-18:00,2024-05-20
FPS-0080,Laxmi Fair Price Shop 080,OFF-06080,HASSAN,HAS-Taluk-4,13.261738,76.31788,2000,WH-005,ACTIVE,09:00-18:00,2024-02-29
FPS-0081,Bharat Fair Price Shop 081,OFF-06081,SHIVAMOGGA,SHI-Taluk-2,14.110555,75.367652,2000,WH-006,ACTIVE,09:00-18:00,2023-06-26
FPS-0082,Shakti Fair Price Shop 082,OFF-06082,BENGALURU_URBAN,BEN-Taluk-4,12.54943,77.663588,2000,WH-007,SUSPENDED,09:00-18:00,2024-05-25
FPS-0083,Surya Fair Price Shop 083,OFF-06083,MYSURU,MYS-Taluk-3,12.711831,76.255158,2500,WH-008,SUSPENDED,09:00-18:00,2024-06-20
FPS-0084,Samridhi Fair Price Shop 084,OFF-06084,TUMAKURU,TUM-Taluk-4,13.679691,77.040588,1500,WH-009,ACTIVE,09:00-18:00,2023-12-01
FPS-0085,Sahyadri Fair Price Shop 085,OFF-06085,MANDYA,MAN-Taluk-4,12.648322,77.076549,2000,WH-010,SUSPENDED,09:00-18:00,2024-07-14
FPS-0086,Kaveri Fair Price Shop 086,OFF-06086,HASSAN,HAS-Taluk-3,12.671075,76.271815,3500,WH-011,ACTIVE,09:00-18:00,2024-11-18
FPS-0087,Anna Fair Price Shop 087,OFF-06087,SHIVAMOGGA,SHI-Taluk-4,13.668713,75.469139,2000,WH-012,ACTIVE,09:00-18:00,2024-09-21
FPS-0088,Vikas Fair Price Shop 088,OFF-06088,BENGALURU_URBAN,BEN-Taluk-4,12.643904,77.452014,1500,WH-013,SUSPENDED,09:00-18:00,2024-02-15
FPS-0089,Vikas Fair Price Shop 089,OFF-06089,MYSURU,MYS-Taluk-2,12.326085,76.921817,2000,WH-014,ACTIVE,09:00-18:00,2023-03-23
FPS-0090,Kaveri Fair Price Shop 090,OFF-06090,TUMAKURU,TUM-Taluk-4,13.420376,76.952789,1500,WH-015,ACTIVE,09:00-18:00,2024-03-25
FPS-0091,Anna Fair Price Shop 091,OFF-06091,MANDYA,MAN-Taluk-4,12.503681,76.673071,3000,WH-016,ACTIVE,09:00-18:00,2023-09-20
FPS-0092,Namma Fair Price Shop 092,OFF-06092,HASSAN,HAS-Taluk-4,13.331002,75.708381,1200,WH-017,SUSPENDED,09:00-18:00,2024-10-12
FPS-0093,Kaveri Fair Price Shop 093,OFF-06093,SHIVAMOGGA,SHI-Taluk-1,13.770157,75.907351,1500,WH-018,ACTIVE,09:00-18:00,2023-09-11
FPS-0094,Tunga Fair Price Shop 094,OFF-06094,BENGALURU_URBAN,BEN-Taluk-4,12.764455,77.969764,3000,WH-019,ACTIVE,09:00-18:00,2023-01-24
FPS-0095,Chamundi Fair Price Shop 095,OFF-06095,MYSURU,MYS-Taluk-1,12.251287,76.525094,1500,WH-020,ACTIVE,09:00-18:00,2023-04-18
FPS-0096,Santosh Fair Price Shop 096,OFF-06096,TUMAKURU,TUM-Taluk-1,13.764024,76.870868,2000,WH-021,ACTIVE,09:00-18:00,2024-04-28
FPS-0097,Surya Fair Price Shop 097,OFF-06097,MANDYA,MAN-Taluk-4,12.471674,76.707016,1500,WH-022,ACTIVE,09:00-18:00,2024-07-11
FPS-0098,Chamundi Fair Price Shop 098,OFF-06098,HASSAN,HAS-Taluk-2,13.034712,75.939967,1500,WH-023,ACTIVE,09:00-18:00,2024-10-25
FPS-0099,Anna Fair Price Shop 099,OFF-06099,SHIVAMOGGA,SHI-Taluk-2,13.562481,75.899334,3000,WH-024,ACTIVE,09:00-18:00,2024-11-17
FPS-0100,Bharat Fair Price Shop 100,OFF-06100,BENGALURU_URBAN,BEN-Taluk-3,12.880108,77.590886,2500,WH-025,SUSPENDED,09:00-18:00,2024-10-11
FPS-0101,Jai Karnataka Fair Price Shop 101,OFF-06101,BENGALURU_URBAN,BEN-Taluk-4,13.29748,77.778821,1200,WH-001,SUSPENDED,09:00-18:00,2024-05-09
FPS-0102,Jan Seva Fair Price Shop 102,OFF-06102,MYSURU,MYS-Taluk-4,12.25058,76.480988,1500,WH-002,SUSPENDED,09:00-18:00,2024-04-14
FPS-0103,Jan Seva Fair Price Shop 103,OFF-06103,TUMAKURU,TUM-Taluk-3,13.174595,77.022936,3000,WH-003,ACTIVE,09:00-18:00,2023-11-11
FPS-0104,Grama Fair Price Shop 104,OFF-06104,MANDYA,MAN-Taluk-1,12.451835,76.716587,2500,WH-004,SUSPENDED,09:00-18:00,2023-03-12
FPS-0105,Santosh Fair Price Shop 105,OFF-06105,HASSAN,HAS-Taluk-4,13.25214,76.270001,2500,WH-005,ACTIVE,09:00-18:00,2024-01-31
FPS-0106,Sahyadri Fair Price Shop 106,OFF-06106,SHIVAMOGGA,SHI-Taluk-2,13.894832,75.563596,2500,WH-006,ACTIVE,09:00-18:00,2023-04-05
FPS-0107,Grama Fair Price Shop 107,OFF-06107,BENGALURU_URBAN,BEN-Taluk-4,12.564214,77.615477,1500,WH-007,ACTIVE,09:00-18:00,2023-07-30
FPS-0108,Shakti Fair Price Shop 108,OFF-06108,MYSURU,MYS-Taluk-3,12.726473,76.287449,3500,WH-008,SUSPENDED,09:00-18:00,2023-05-08
FPS-0109,Namma Fair Price Shop 109,OFF-06109,TUMAKURU,TUM-Taluk-1,13.694531,76.812886,3000,WH-009,ACTIVE,09:00-18:00,2024-07-21
FPS-0110,Shakti Fair Price Shop 110,OFF-06110,MANDYA,MAN-Taluk-3,12.882114,76.944876,1500,WH-010,ACTIVE,09:00-18:00,2024-08-10
FPS-0111,Vikas Fair Price Shop 111,OFF-06111,HASSAN,HAS-Taluk-3,12.75579,76.023185,3000,WH-011,ACTIVE,09:00-18:00,2023-05-30
FPS-0112,Anna Fair Price Shop 112,OFF-06112,SHIVAMOGGA,SHI-Taluk-4,13.821049,75.530525,926,WH-012,ACTIVE,09:00-18:00,2023-02-08
FPS-0113,Tunga Fair Price Shop 113,OFF-06113,BENGALURU_URBAN,BEN-Taluk-3,12.973306,77.715912,2500,WH-013,ACTIVE,09:00-18:00,2024-02-11
FPS-0114,Anna Fair Price Shop 114,OFF-06114,MYSURU,MYS-Taluk-4,12.441691,76.942173,3000,WH-014,ACTIVE,09:00-18:00,2024-08-16
FPS-0115,Shakti Fair Price Shop 115,OFF-06115,TUMAKURU,TUM-Taluk-2,13.627282,77.022142,2000,WH-015,SUSPENDED,09:00-18:00,2024-06-24
FPS-0116,Jan Seva Fair Price Shop 116,OFF-06116,MANDYA,MAN-Taluk-4,12.334699,76.590894,1500,WH-016,ACTIVE,09:00-18:00,2023-10-08
FPS-0117,Annapurna Fair Price Shop 117,OFF-06117,HASSAN,HAS-Taluk-2,13.073833,75.878258,1500,WH-017,SUSPENDED,09:00-18:00,2024-07-25
FPS-0118,Laxmi Fair Price Shop 118,OFF-06118,SHIVAMOGGA,SHI-Taluk-2,13.821389,75.850761,1500,WH-018,SUSPENDED,09:00-18:00,2024-06-06
FPS-0119,Surya Fair Price Shop 119,OFF-06119,BENGALURU_URBAN,BEN-Taluk-2,12.917298,77.875446,1500,WH-019,ACTIVE,09:00-18:00,2024-08-03
FPS-0120,Grama Fair Price Shop 120,OFF-06120,MYSURU,MYS-Taluk-4,12.349446,76.444963,3500,WH-020,SUSPENDED,09:00-18:00,2024-09-13
FPS-0121,Surya Fair Price Shop 121,OFF-06121,TUMAKURU,TUM-Taluk-1,13.498861,76.969267,2000,WH-021,ACTIVE,09:00-18:00,2023-08-27
FPS-0122,Bharat Fair Price Shop 122,OFF-06122,MANDYA,MAN-Taluk-2,12.586101,76.695135,2500,WH-022,SUSPENDED,09:00-18:00,2024-03-15
FPS-0123,Jai Karnataka Fair Price Shop 123,OFF-06123,HASSAN,HAS-Taluk-1,12.910871,76.078985,2000,WH-023,ACTIVE,09:00-18:00,2023-04-16
FPS-0124,Surya Fair Price Shop 124,OFF-06124,SHIVAMOGGA,SHI-Taluk-1,13.700247,75.78751,2500,WH-024,ACTIVE,09:00-18:00,2023-09-26
FPS-0125,Chamundi Fair Price Shop 125,OFF-06125,BENGALURU_URBAN,BEN-Taluk-4,13.021112,77.503125,1200,WH-025,ACTIVE,09:00-18:00,2023-08-08
FPS-0126,Shakti Fair Price Shop 126,OFF-06126,BENGALURU_URBAN,BEN-Taluk-3,13.128155,77.587492,2500,WH-001,ACTIVE,09:00-18:00,2024-11-10
FPS-0127,Jan Seva Fair Price Shop 127,OFF-06127,MYSURU,MYS-Taluk-4,12.070386,76.482706,2500,WH-002,ACTIVE,09:00-18:00,2024-04-29
FPS-0128,Laxmi Fair Price Shop 128,OFF-06128,TUMAKURU,TUM-Taluk-4,13.235026,76.746995,2000,WH-003,ACTIVE,09:00-18:00,2024-09-14
FPS-0129,Grama Fair Price Shop 129,OFF-06129,MANDYA,MAN-Taluk-1,12.431362,76.904414,2500,WH-004,ACTIVE,09:00-18:00,2024-07-01
FPS-0130,Vikas Fair Price Shop 130,OFF-06130,HASSAN,HAS-Taluk-2,13.392114,76.309062,3000,WH-005,SUSPENDED,09:00-18:00,2023-06-14
FPS-0131,Tunga Fair Price Shop 131,OFF-06131,SHIVAMOGGA,SHI-Taluk-4,14.136805,75.561537,1200,WH-006,ACTIVE,09:00-18:00,2023-06-30
FPS-0132,Vikas Fair Price Shop 132,OFF-06132,BENGALURU_URBAN,BEN-Taluk-4,12.568844,77.686868,1200,WH-007,ACTIVE,09:00-18:00,2024-06-10
FPS-0133,Sahyadri Fair Price Shop 133,OFF-06133,MYSURU,MYS-Taluk-1,12.634061,76.340051,2000,WH-008,SUSPENDED,09:00-18:00,2024-08-05
FPS-0134,Bharat Fair Price Shop 134,OFF-06134,TUMAKURU,TUM-Taluk-2,13.415691,76.896398,2000,WH-009,SUSPENDED,09:00-18:00,2024-11-20
FPS-0135,Santosh Fair Price Shop 135,OFF-06135,MANDYA,MAN-Taluk-1,12.779285,77.042022,2000,WH-010,ACTIVE,09:00-18:00,2023-10-17
FPS-0136,Anna Fair Price Shop 136,OFF-06136,HASSAN,HAS-Taluk-1,12.787626,76.038059,2000,WH-011,SUSPENDED,09:00-18:00,2023-09-18
FPS-0137,Surya Fair Price Shop 137,OFF-06137,SHIVAMOGGA,SHI-Taluk-4,13.69482,75.516316,2000,WH-012,ACTIVE,09:00-18:00,2023-12-29
FPS-0138,Namma Fair Price Shop 138,OFF-06138,BENGALURU_URBAN,BEN-Taluk-1,12.687499,77.453099,1500,WH-013,ACTIVE,09:00-18:00,2023-06-02
FPS-0139,Sahyadri Fair Price Shop 139,OFF-06139,MYSURU,MYS-Taluk-2,12.313231,76.797098,2500,WH-014,SUSPENDED,09:00-18:00,2024-02-28
FPS-0140,Laxmi Fair Price Shop 140,OFF-06140,TUMAKURU,TUM-Taluk-3,13.405809,76.920186,2500,WH-015,ACTIVE,09:00-18:00,2023-07-16
FPS-0141,Surya Fair Price Shop 141,OFF-06141,MANDYA,MAN-Taluk-3,12.530503,76.597509,3000,WH-016,ACTIVE,09:00-18:00,2023-11-12
FPS-0142,Jai Karnataka Fair Price Shop 142,OFF-06142,HASSAN,HAS-Taluk-1,13.210799,75.831594,2000,WH-017,SUSPENDED,09:00-18:00,2024-05-07
FPS-0143,Samridhi Fair Price Shop 143,OFF-06143,SHIVAMOGGA,SHI-Taluk-4,13.498156,75.756693,3000,WH-018,SUSPENDED,09:00-18:00,2023-10-14
FPS-0144,Samridhi Fair Price Shop 144,OFF-06144,BENGALURU_URBAN,BEN-Taluk-2,13.027553,77.910657,2000,WH-019,ACTIVE,09:00-18:00,2023-03-30
FPS-0145,Shakti Fair Price Shop 145,OFF-06145,MYSURU,MYS-Taluk-4,12.30451,76.406394,3000,WH-020,SUSPENDED,09:00-18:00,2024-06-27
FPS-0146,Bharat Fair Price Shop 146,OFF-06146,TUMAKURU,TUM-Taluk-1,13.735311,76.765046,2000,WH-021,SUSPENDED,09:00-18:00,2023-12-05
FPS-0147,Jan Seva Fair Price Shop 147,OFF-06147,MANDYA,MAN-Taluk-3,12.331407,76.595132,2500,WH-022,ACTIVE,09:00-18:00,2023-05-08
FPS-0148,Tunga Fair Price Shop 148,OFF-06148,HASSAN,HAS-Taluk-1,12.8846,76.057684,1500,WH-023,ACTIVE,09:00-18:00,2024-04-22
FPS-0149,Ganga Fair Price Shop 149,OFF-06149,SHIVAMOGGA,SHI-Taluk-4,13.804879,75.967329,952,WH-024,ACTIVE,09:00-18:00,2024-07-14
FPS-0150,Ganga Fair Price Shop 150,OFF-06150,BENGALURU_URBAN,BEN-Taluk-1,12.974714,77.70278,1200,WH-025,SUSPENDED,09:00-18:00,2023-02-24
FPS-0151,Bharat Fair Price Shop 151,OFF-06151,BENGALURU_URBAN,BEN-Taluk-2,13.151598,77.764509,3000,WH-001,ACTIVE,09:00-18:00,2023-02-17
FPS-0152,Laxmi Fair Price Shop 152,OFF-06152,MYSURU,MYS-Taluk-3,12.212922,76.468282,2000,WH-002,SUSPENDED,09:00-18:00,2023-01-25
FPS-0153,Samridhi Fair Price Shop 153,OFF-06153,TUMAKURU,TUM-Taluk-3,13.289502,76.989106,2000,WH-003,ACTIVE,09:00-18:00,2024-02-02
FPS-0154,Chamundi Fair Price Shop 154,OFF-06154,MANDYA,MAN-Taluk-2,12.39983,76.734618,2500,WH-004,ACTIVE,09:00-18:00,2023-11-23
FPS-0155,Vikas Fair Price Shop 155,OFF-06155,HASSAN,HAS-Taluk-3,13.288476,76.381533,2000,WH-005,ACTIVE,09:00-18:00,2024-08-08
FPS-0156,Grama Fair Price Shop 156,OFF-06156,SHIVAMOGGA,SHI-Taluk-3,14.046609,75.302262,1200,WH-006,ACTIVE,09:00-18:00,2024-04-06
